FOODID;FOODUNIT;MASS
3365;PORTS;200,00
3365;PORTL;300,00
3365;PORTM;250,00
3368;DL;100,00
3368;RKL;15,00
3368;PORTS;200,00
3368;PORTM;350,00
3368;PORTL;400,00
3700;DL;60,00
3700;PORTS;50,00
3700;PORTM;80,00
3700;PORTL;110,00
3701;DL;100,00
3701;PORTM;100,00
3701;PORTS;50,00
3701;PORTL;150,00
3703;DL;100,00
3703;RKL;15,00
3703;PORTM;100,00
3703;PORTS;50,00
3703;PORTL;150,00
3704;DL;100,00
3704;PORTS;40,00
3704;PORTM;100,00
3704;PORTL;200,00
3705;DL;100,00
3705;PORTS;40,00
3705;PORTM;100,00
3705;PORTL;200,00
3707;PORTS;100,00
3707;PORTL;150,00
3707;PORTM;120,00
3708;DL;60,00
3708;PORTM;125,00
3708;PORTS;50,00
3708;PORTL;150,00
3709;DL;60,00
3709;PORTM;125,00
3709;PORTS;50,00
3709;PORTL;150,00
3710;PORTL;90,00
3710;DL;75,00
3710;PORTM;75,00
3710;PORTS;60,00
3711;DL;100,00
3711;RKL;15,00
3711;PORTS;200,00
3711;PORTM;350,00
3711;PORTL;400,00
3712;DL;100,00
3712;RKL;15,00
3712;PORTS;200,00
3712;PORTM;350,00
3712;PORTL;400,00
3713;DL;110,00
3713;PORTS;200,00
3713;PORTL;400,00
3713;PORTM;300,00
3714;PORTS;100,00
3714;PORTM;150,00
3714;PORTL;225,00
3716;PORTS;80,00
3716;PORTM;150,00
3716;PORTL;200,00
3717;KPL_S;80,00
3717;KPL_M;115,00
3717;KPL_L;150,00
3717;PORTS;80,00
3717;PORTM;120,00
3717;PORTL;160,00
3799;PORTS;100,00
3799;PORTL;300,00
3799;PORTM;150,00
3800;PORTS;100,00
3800;PORTL;300,00
3800;PORTM;150,00
3801;PORTS;100,00
3801;PORTL;300,00
3801;PORTM;150,00
4000;DL;100,00
4000;RKL;15,00
4000;PORTS;100,00
4000;PORTM;150,00
4000;PORTL;200,00
4001;DL;100,00
4001;RKL;15,00
4001;PORTS;100,00
4001;PORTM;150,00
4001;PORTL;200,00
4002;DL;100,00
4002;PORTS;80,00
4002;PORTL;160,00
4002;PORTM;120,00
4005;DL;100,00
4005;RKL;15,00
4005;PORTS;100,00
4005;PORTM;150,00
4005;PORTL;200,00
4006;PORTS;100,00
4006;PORTL;200,00
4006;DL;100,00
4006;RKL;15,00
4006;PORTM;150,00
4007;PORTS;40,00
4007;PORTM;80,00
4007;PORTL;120,00
4008;DL;100,00
4008;RKL;15,00
4008;PORTS;100,00
4008;PORTM;150,00
4008;PORTL;200,00
4009;DL;100,00
4009;RKL;15,00
4009;PORTS;100,00
4009;PORTM;150,00
4009;PORTL;200,00
4010;DL;100,00
4010;RKL;15,00
4010;PORTS;100,00
4010;PORTM;150,00
4010;PORTL;200,00
4011;PORTS;100,00
4011;PORTL;200,00
4011;PORTM;150,00
4012;DL;100,00
4012;RKL;15,00
4012;PORTS;100,00
4012;PORTM;150,00
4012;PORTL;200,00
4013;DL;100,00
4013;RKL;15,00
4013;PORTS;100,00
4013;PORTM;150,00
4013;PORTL;200,00
4014;DL;100,00
4014;RKL;15,00
4014;PORTL;200,00
4014;PORTS;100,00
4014;PORTM;150,00
4015;PORTS;80,00
4015;DL;70,00
4015;PORTM;140,00
4015;PORTL;250,00
4016;PORTS;80,00
4016;DL;70,00
4016;PORTM;140,00
4016;PORTL;250,00
4017;PORTS;80,00
4017;DL;70,00
4017;PORTM;140,00
4017;PORTL;250,00
4018;DL;100,00
4018;RKL;15,00
4018;PORTS;80,00
4018;PORTL;250,00
4018;PORTM;150,00
4019;PORTS;80,00
4019;PORTM;120,00
4019;PORTL;160,00
4400;DL;100,00
4400;RKL;15,00
4400;PORTL;200,00
4400;PORTS;100,00
4400;PORTM;150,00
4401;DL;100,00
4401;RKL;15,00
4401;TL;5,00
4401;PORTS;17,00
4401;PORTM;40,00
4401;PORTL;80,00
4402;DL;100,00
4402;RKL;15,00
4402;PORTL;200,00
4402;PORTS;100,00
4402;PORTM;150,00
4403;DL;100,00
4403;RKL;15,00
4403;TL;5,00
4403;PORTS;17,00
4403;PORTM;40,00
4403;PORTL;80,00
4404;DL;100,00
4404;RKL;15,00
4404;PORTS;100,00
4404;PORTM;150,00
4404;PORTL;200,00
4405;DL;100,00
4405;RKL;15,00
4405;PORTS;100,00
4405;PORTM;150,00
4405;PORTL;200,00
4406;DL;100,00
4406;RKL;15,00
4406;PORTS;100,00
4406;PORTM;150,00
4406;PORTL;200,00
4407;DL;100,00
4407;RKL;15,00
4407;TL;5,00
4407;PORTS;17,00
4407;PORTM;40,00
4407;PORTL;80,00
4408;DL;100,00
4408;RKL;15,00
4408;TL;5,00
4408;PORTS;17,00
4408;PORTM;40,00
4408;PORTL;80,00
4409;DL;100,00
4409;RKL;15,00
4409;PORTS;80,00
4409;PORTL;250,00
4409;PORTM;150,00
4410;DL;100,00
4410;RKL;15,00
4410;PORTS;100,00
4410;PORTM;150,00
4410;PORTL;200,00
4411;DL;100,00
4411;RKL;15,00
4411;PORTS;100,00
4411;PORTM;150,00
4411;PORTL;200,00
4412;PORTM;150,00
4412;PORTS;80,00
4412;PORTL;250,00
4413;DL;70,00
4413;PORTS;30,00
4413;PORTM;65,00
4413;PORTL;125,00
4415;PORTS;80,00
4415;PORTM;140,00
4415;PORTL;250,00
4416;DL;100,00
4416;RKL;15,00
4416;PORTS;100,00
4416;PORTM;150,00
4416;PORTL;200,00
4419;DL;70,00
4419;PORTS;30,00
4419;PORTM;65,00
4419;PORTL;125,00
4420;DL;100,00
4420;PORTS;80,00
4420;PORTL;250,00
4420;PORTM;150,00
4421;DL;100,00
4421;RKL;15,00
4421;TL;5,00
4421;PORTS;17,00
4421;PORTM;40,00
4421;PORTL;80,00
5000;DL;95,00
5000;RKL;14,00
5000;TL;4,50
5000;PORTS;10,00
5000;PORTM;25,00
5000;PORTL;40,00
5001;DL;95,00
5001;RKL;15,00
5001;PORTS;10,00
5001;PORTM;25,00
5001;PORTL;40,00
5002;DL;100,00
5002;RKL;15,00
5002;PORTS;50,00
5002;PORTM;100,00
5002;PORTL;150,00
5003;DL;95,00
5003;RKL;14,00
5003;TL;4,50
5003;PORTS;10,00
5003;PORTM;25,00
5003;PORTL;40,00
5004;DL;95,00
5004;RKL;14,00
5004;TL;4,50
5004;PORTS;10,00
5004;PORTM;25,00
5004;PORTL;40,00
5005;DL;95,00
5005;RKL;14,00
5005;TL;4,50
5005;PORTS;10,00
5005;PORTM;25,00
5005;PORTL;40,00
5006;DL;100,00
5006;RKL;15,00
5006;PORTS;20,00
5006;PORTL;100,00
5006;PORTM;40,00
5007;DL;120,00
5007;RKL;18,00
5007;PORTS;10,00
5007;PORTM;25,00
5007;PORTL;40,00
5008;DL;100,00
5008;RKL;15,00
5008;TL;5,00
5008;PORTS;5,00
5008;PORTM;15,00
5008;PORTL;30,00
5009;DL;90,00
5009;RKL;13,50
5009;PORTS;50,00
5009;PORTM;100,00
5009;PORTL;150,00
5010;DL;100,00
5010;RKL;15,00
5010;TL;5,00
5010;PORTS;5,00
5010;PORTM;15,00
5010;PORTL;30,00
5900;TL;4,50
5900;RKL;14,00
5900;DL;95,00
5900;PORTS;3,00
5900;PORTM;6,00
5900;PORTL;10,00
5901;PORTS;3,00
5901;PORTM;6,00
5901;PORTL;10,00
5904;PORTS;3,00
5904;PORTM;6,00
5904;PORTL;10,00
5905;PORTS;3,00
5905;PORTM;6,00
5905;PORTL;10,00
5906;PORTS;3,00
5906;PORTM;6,00
5906;PORTL;10,00
5907;PORTS;3,00
5907;PORTM;6,00
5907;PORTL;10,00
5917;PORTS;7,00
5917;PORTM;15,00
5917;PORTL;25,00
5917;DL;100,00
5917;RKL;15,00
6000;DL;100,00
6000;RKL;15,00
6000;PORTS;100,00
6000;PORTM;150,00
6000;PORTL;200,00
6001;DL;100,00
6001;RKL;15,00
6001;PORTS;100,00
6001;PORTM;150,00
6001;PORTL;200,00
6002;DL;100,00
6002;RKL;15,00
6002;PORTS;100,00
6002;PORTM;150,00
6002;PORTL;200,00
6003;DL;100,00
6003;RKL;15,00
6003;PORTS;100,00
6003;PORTM;150,00
6003;PORTL;200,00
6004;DL;100,00
6004;RKL;15,00
6004;PORTS;100,00
6004;PORTM;150,00
6004;PORTL;200,00
6006;DL;50,00
6006;RKL;7,00
6006;PORTS;10,00
6006;PORTM;25,00
6006;PORTL;50,00
6007;DL;100,00
6007;RKL;15,00
6007;TL;5,00
6007;PORTS;170,00
6007;PORTL;450,00
6007;PORTM;250,00
6008;DL;100,00
6008;RKL;15,00
6008;TL;5,00
6008;PORTS;170,00
6008;PORTL;450,00
6008;PORTM;250,00
6009;PORTS;80,00
6009;PORTM;140,00
6009;PORTL;250,00
6010;DL;100,00
6010;RKL;15,00
6010;TL;5,00
6010;PORTS;250,00
6010;PORTM;400,00
6010;PORTL;500,00
6011;DL;100,00
6011;RKL;15,00
6011;TL;5,00
6011;PORTS;250,00
6011;PORTM;400,00
6011;PORTL;500,00
6012;DL;100,00
6012;RKL;15,00
6012;TL;5,00
6012;PORTS;250,00
6012;PORTM;400,00
6012;PORTL;500,00
6015;DL;100,00
6015;RKL;15,00
6015;PORTS;125,00
6015;PORTM;180,00
6015;PORTL;250,00
6016;DL;100,00
6016;RKL;15,00
6016;PORTS;125,00
6016;PORTM;180,00
6016;PORTL;250,00
6017;PORTS;100,00
6017;PORTM;150,00
6017;PORTL;200,00
6018;DL;100,00
6018;RKL;15,00
6018;TL;5,00
6018;PORTS;100,00
6018;PORTM;150,00
6018;PORTL;200,00
6019;DL;100,00
6019;RKL;15,00
6019;TL;5,00
6019;PORTS;100,00
6019;PORTM;150,00
6019;PORTL;200,00
6022;DL;100,00
6022;RKL;15,00
6022;PORTS;100,00
6022;PORTM;150,00
6022;PORTL;200,00
6023;PORTS;80,00
6023;PORTL;200,00
6023;PORTM;100,00
6024;PORTL;200,00
6024;PORTS;100,00
6024;PORTM;150,00
6025;DL;95,00
6025;RKL;14,00
6025;TL;4,50
6025;PORTS;10,00
6025;PORTM;25,00
6025;PORTL;40,00
6026;DL;100,00
6026;RKL;15,00
6026;PORTS;20,00
6026;PORTM;40,00
6026;PORTL;80,00
6027;DL;100,00
6027;RKL;15,00
6027;TL;5,00
6027;PORTS;100,00
6027;PORTM;150,00
6027;PORTL;200,00
6028;DL;80,00
6028;PORTS;40,00
6028;PORTL;130,00
6028;PORTM;80,00
6037;DL;100,00
6037;RKL;15,00
6037;TL;5,00
6037;PORTS;20,00
6037;PORTL;50,00
6037;PORTM;35,00
6040;DL;100,00
6040;RKL;15,00
6040;PORTS;100,00
6040;PORTM;125,00
6040;PORTL;150,00
6041;DL;75,00
6041;PORTS;200,00
6041;PORTM;250,00
6041;PORTL;300,00
6042;KPL_S;80,00
6042;KPL_M;115,00
6042;KPL_L;150,00
6042;PORTS;80,00
6042;PORTM;120,00
6042;PORTL;160,00
6043;DL;50,00
6043;RKL;7,00
6043;PORTS;10,00
6043;PORTL;50,00
6043;PORTM;25,00
6045;DL;100,00
6045;RKL;15,00
6045;TL;5,00
6045;PORTS;40,00
6045;PORTL;200,00
6045;PORTM;100,00
6048;DL;100,00
6048;RKL;15,00
6048;PORTL;200,00
6048;PORTS;40,00
6048;PORTM;100,00
6050;DL;100,00
6050;RKL;15,00
6050;TL;5,00
6050;PORTS;100,00
6050;PORTM;150,00
6050;PORTL;200,00
6051;DL;100,00
6051;RKL;15,00
6051;TL;5,00
6051;PORTS;170,00
6051;PORTL;450,00
6051;PORTM;250,00
7000;PORTS;100,00
7000;PORTL;150,00
7000;PORTM;120,00
7001;KPL_M;17,00
7001;PORTS;40,00
7001;PORTL;150,00
7001;PORTM;75,00
7003;KPL_M;35,00
7003;PORTL;200,00
7003;PORTS;80,00
7003;PORTM;100,00
7005;PORTS;100,00
7005;PORTM;120,00
7005;PORTL;150,00
7006;PORTS;100,00
7006;PORTL;150,00
7006;PORTM;120,00
7007;PORTS;100,00
7007;PORTM;125,00
7007;PORTL;175,00
7008;PORTS;100,00
7008;PORTM;125,00
7008;PORTL;175,00
7009;PORTS;150,00
7009;PORTM;200,00
7009;PORTL;250,00
7010;DL;100,00
7010;PORTS;200,00
7010;PORTM;350,00
7010;PORTL;400,00
7012;PORTM;170,00
7012;PORTS;85,00
7012;PORTL;250,00
7013;DL;100,00
7013;RKL;15,00
7013;PORTS;200,00
7013;PORTM;350,00
7013;PORTL;400,00
7015;DL;75,00
7015;PORTS;60,00
7015;PORTL;170,00
7015;PORTM;100,00
7016;DL;100,00
7016;RKL;15,00
7016;TL;5,00
7016;PORTS;100,00
7016;PORTM;180,00
7016;PORTL;250,00
7017;DL;100,00
7017;RKL;15,00
7017;TL;5,00
7017;PORTS;100,00
7017;PORTM;180,00
7017;PORTL;250,00
7021;DL;100,00
7021;RKL;15,00
7021;TL;5,00
7021;PORTS;100,00
7021;PORTM;180,00
7021;PORTL;250,00
7022;KPL_S;20,00
7022;KPL_M;30,00
7022;KPL_L;40,00
7022;PORTS;90,00
7022;PORTM;120,00
7022;PORTL;150,00
7023;KPL_S;20,00
7023;KPL_M;30,00
7023;KPL_L;40,00
7023;PORTS;90,00
7023;PORTM;120,00
7023;PORTL;150,00
7024;KPL_S;20,00
7024;KPL_M;30,00
7024;KPL_L;40,00
7024;PORTS;90,00
7024;PORTM;120,00
7024;PORTL;150,00
7025;KPL_S;20,00
7025;KPL_M;30,00
7025;KPL_L;40,00
7025;PORTS;90,00
7025;PORTM;120,00
7025;PORTL;150,00
7026;PORTS;90,00
7026;PORTM;120,00
7026;PORTL;150,00
7027;KPL_S;20,00
7027;KPL_M;30,00
7027;KPL_L;40,00
7027;PORTS;90,00
7027;PORTM;120,00
7027;PORTL;150,00
7029;KPL_M;65,00
7029;PORTM;150,00
7029;PORTS;100,00
7029;PORTL;200,00
7031;KPL_M;50,00
7031;PORTS;100,00
7031;PORTM;120,00
7031;PORTL;150,00
7033;KPL_M;50,00
7033;PORTS;100,00
7033;PORTM;120,00
7033;PORTL;150,00
7034;PORTS;100,00
7034;PORTM;120,00
7034;PORTL;150,00
7035;DL;100,00
7035;RKL;15,00
7035;PORTS;200,00
7035;PORTM;350,00
7035;PORTL;400,00
7036;DL;100,00
7036;RKL;15,00
7036;PORTS;250,00
7036;PORTM;300,00
7036;PORTL;350,00
7037;DL;100,00
7037;RKL;15,00
7037;PORTS;250,00
7037;PORTM;300,00
7037;PORTL;350,00
7038;DL;100,00
7038;RKL;15,00
7038;PORTS;100,00
7038;PORTL;250,00
7038;PORTM;180,00
7039;PORTS;250,00
7039;PORTM;300,00
7039;PORTL;350,00
7040;PORTS;300,00
7040;PORTM;350,00
7040;PORTL;400,00
7041;PORTS;250,00
7041;PORTM;300,00
7041;PORTL;350,00
7042;PORTS;250,00
7042;PORTM;300,00
7042;PORTL;350,00
7043;PORTS;200,00
7043;PORTM;300,00
7043;PORTL;400,00
7044;PORTS;250,00
7044;PORTM;300,00
7044;PORTL;350,00
7045;PORTS;250,00
7045;PORTM;300,00
7045;PORTL;350,00
7047;PORTS;250,00
7047;PORTM;300,00
7047;PORTL;350,00
7048;PORTS;250,00
7048;PORTM;300,00
7048;PORTL;350,00
7049;PORTS;250,00
7049;PORTM;300,00
7049;PORTL;350,00
7050;PORTS;250,00
7050;PORTM;300,00
7050;PORTL;350,00
7051;KPL_M;115,00
7051;PORTS;110,00
7051;PORTL;330,00
7051;PORTM;225,00
7053;PORTS;100,00
7053;PORTM;150,00
7053;PORTL;300,00
7054;PORTS;100,00
7054;PORTM;150,00
7054;PORTL;300,00
7055;KPL_M;210,00
7055;PORTS;100,00
7055;PORTM;200,00
7055;PORTL;300,00
7058;PORTL;300,00
7058;PORTS;100,00
7058;PORTM;200,00
7059;KPL_M;9,00
7059;DL;80,00
7059;PORTS;135,00
7059;PORTL;200,00
7059;PORTM;175,00
7060;KPL_M;75,00
7060;PORTS;40,00
7060;PORTM;80,00
7060;PORTL;130,00
7063;DL;100,00
7063;RKL;15,00
7063;PORTS;200,00
7063;PORTL;400,00
7063;PORTM;300,00
7065;DL;120,00
7065;RKL;18,00
7065;PORTS;220,00
7065;PORTM;300,00
7065;PORTL;350,00
7067;PORTS;150,00
7067;PORTM;200,00
7067;PORTL;250,00
7068;PORTS;250,00
7068;PORTM;300,00
7068;PORTL;350,00
7069;KPL_M;65,00
7069;PORTS;100,00
7069;PORTL;200,00
7069;PORTM;150,00
7070;KPL_S;175,00
7070;KPL_M;250,00
7070;KPL_L;395,00
7070;PORTS;175,00
7070;PORTM;250,00
7070;PORTL;395,00
7071;KPL_M;200,00
7071;PORTS;100,00
7071;PORTL;300,00
7071;PORTM;200,00
7072;KPL_M;120,00
7072;PORTS;60,00
7072;PORTM;120,00
7072;PORTL;240,00
7073;PORTS;220,00
7073;PORTM;300,00
7073;PORTL;350,00
7074;PORTS;220,00
7074;PORTM;300,00
7074;PORTL;350,00
7075;PORTS;250,00
7075;PORTM;300,00
7075;PORTL;350,00
7076;KPL_M;35,00
7076;PORTS;80,00
7076;PORTL;200,00
7076;PORTM;100,00
7078;DL;100,00
7078;RKL;15,00
7078;TL;5,00
7078;PORTS;200,00
7078;PORTM;350,00
7078;PORTL;400,00
7080;KPL_S;20,00
7080;KPL_M;30,00
7080;KPL_L;40,00
7080;PORTS;90,00
7080;PORTM;120,00
7080;PORTL;150,00
7081;KPL_S;20,00
7081;KPL_M;30,00
7081;KPL_L;40,00
7081;PORTS;90,00
7081;PORTM;120,00
7081;PORTL;150,00
7082;DL;100,00
7082;RKL;15,00
7082;TL;5,00
7082;PORTS;100,00
7082;PORTM;180,00
7082;PORTL;250,00
7083;PORTS;100,00
7083;PORTM;120,00
7083;PORTL;150,00
7084;PORTS;150,00
7084;PORTM;175,00
7084;PORTL;195,00
7085;PORTM;150,00
7085;PORTS;120,00
7085;PORTL;200,00
7086;DL;75,00
7086;PORTS;60,00
7086;PORTL;170,00
7086;PORTM;100,00
7087;PORTS;100,00
7087;PORTM;125,00
7087;PORTL;175,00
7088;DL;100,00
7088;RKL;15,00
7088;PORTS;100,00
7088;PORTM;180,00
7088;PORTL;250,00
7089;KPL_S;20,00
7089;KPL_M;30,00
7089;KPL_L;40,00
7089;PORTS;90,00
7089;PORTM;120,00
7089;PORTL;150,00
7090;PORTS;100,00
7090;PORTM;120,00
7090;PORTL;150,00
7091;DL;100,00
7091;RKL;15,00
7091;PORTS;200,00
7091;PORTM;350,00
7091;PORTL;400,00
7092;PORTS;250,00
7092;PORTM;300,00
7092;PORTL;350,00
7093;PORTS;220,00
7093;PORTM;300,00
7093;PORTL;350,00
7094;PORTS;100,00
7094;PORTM;125,00
7094;PORTL;175,00
7095;PORTS;100,00
7095;PORTM;120,00
7095;PORTL;150,00
7096;PORTS;100,00
7096;PORTM;125,00
7096;PORTL;175,00
7097;PORTL;200,00
7097;KPL_S;90,00
7097;KPL_M;120,00
7097;KPL_L;150,00
7097;PORTS;50,00
7097;PORTM;100,00
7099;PORTS;100,00
7099;PORTM;150,00
7099;PORTL;200,00
7100;PORTS;100,00
7100;PORTM;125,00
7100;PORTL;175,00
7105;PORTS;100,00
7105;KPL_M;200,00
7105;PORTM;200,00
7105;PORTL;300,00
7107;KPL_M;200,00
7107;PORTS;100,00
7107;PORTM;200,00
7107;PORTL;300,00
7150;PORTS;100,00
7150;PORTL;150,00
7150;PORTM;120,00
7152;PORTS;100,00
7152;PORTM;120,00
7152;PORTL;150,00
7153;PORTS;150,00
7153;PORTM;200,00
7153;PORTL;250,00
7155;PORTS;120,00
7155;PORTM;150,00
7155;PORTL;200,00
7156;PORTS;150,00
7156;PORTM;175,00
7156;PORTL;195,00
7157;PORTS;100,00
7157;PORTM;125,00
7157;PORTL;175,00
7159;PORTS;150,00
7159;PORTM;200,00
7159;PORTL;250,00
7160;PORTS;150,00
7160;PORTM;200,00
7160;PORTL;250,00
7161;PORTS;150,00
7161;PORTM;200,00
7161;PORTL;250,00
7162;PORTS;150,00
7162;PORTM;200,00
7162;PORTL;250,00
7163;DL;100,00
7163;RKL;15,00
7163;PORTS;200,00
7163;PORTM;350,00
7163;PORTL;400,00
7164;DL;100,00
7164;RKL;15,00
7164;PORTS;200,00
7164;PORTM;350,00
7164;PORTL;400,00
7165;DL;100,00
7165;RKL;15,00
7165;PORTS;200,00
7165;PORTM;350,00
7165;PORTL;400,00
7166;DL;100,00
7166;RKL;15,00
7166;TL;5,00
7166;PORTS;200,00
7166;PORTM;350,00
7166;PORTL;400,00
7167;DL;100,00
7167;RKL;15,00
7167;TL;5,00
7167;PORTS;200,00
7167;PORTM;350,00
7167;PORTL;400,00
7168;DL;100,00
7168;RKL;15,00
7168;TL;5,00
7168;PORTS;200,00
7168;PORTM;350,00
7168;PORTL;400,00
7169;PORTS;150,00
7169;PORTM;200,00
7169;PORTL;250,00
7170;PORTS;250,00
7170;PORTM;300,00
7170;PORTL;350,00
7172;KPL_M;65,00
7172;PORTS;100,00
7172;PORTL;200,00
7172;PORTM;150,00
7173;PORTS;100,00
7173;PORTM;120,00
7173;PORTL;150,00
7174;PORTS;150,00
7174;PORTM;200,00
7174;PORTL;250,00
7175;PORTS;300,00
7175;PORTM;325,00
7175;PORTL;350,00
7176;DL;100,00
7176;RKL;15,00
7176;PORTS;100,00
7176;PORTM;180,00
7176;PORTL;250,00
7177;PORTS;100,00
7177;PORTM;120,00
7177;PORTL;150,00
7178;PORTS;100,00
7178;PORTM;200,00
7178;PORTL;350,00
7179;KPL_M;50,00
7179;PORTM;150,00
7179;PORTL;200,00
7179;PORTS;100,00
7180;KPL_M;100,00
7180;PORTS;150,00
7180;PORTM;175,00
7180;PORTL;200,00
7181;DL;100,00
7181;RKL;15,00
7181;PORTS;200,00
7181;PORTM;350,00
7181;PORTL;400,00
7182;DL;100,00
7182;RKL;15,00
7182;PORTS;200,00
7182;PORTM;350,00
7182;PORTL;400,00
7183;DL;100,00
7183;RKL;15,00
7183;PORTS;200,00
7183;PORTM;350,00
7183;PORTL;400,00
7184;PORTS;300,00
7184;PORTM;350,00
7184;PORTL;400,00
7186;PORTS;90,00
7186;PORTM;135,00
7186;PORTL;195,00
7187;PORTS;250,00
7187;PORTM;300,00
7187;PORTL;350,00
7188;PORTS;50,00
7188;PORTL;200,00
7188;PORTM;100,00
7189;PORTS;50,00
7189;PORTL;200,00
7189;PORTM;100,00
7190;DL;75,00
7190;PORTS;60,00
7190;PORTL;170,00
7190;PORTM;100,00
7191;DL;75,00
7191;PORTS;60,00
7191;PORTL;170,00
7191;PORTM;100,00
7192;KPL_M;65,00
7192;PORTS;100,00
7192;PORTL;200,00
7192;PORTM;150,00
7195;PORTM;150,00
7195;PORTS;120,00
7195;PORTL;200,00
7249;PORTS;150,00
7249;PORTM;200,00
7249;PORTL;250,00
7251;PORTS;100,00
7251;PORTM;120,00
7251;PORTL;150,00
7253;PORTS;100,00
7253;PORTL;150,00
7253;PORTM;120,00
7254;PORTS;150,00
7254;PORTM;200,00
7254;PORTL;250,00
7299;PORTS;120,00
7299;PORTM;175,00
7299;PORTL;250,00
7300;PORTS;100,00
7300;PORTL;150,00
7300;PORTM;120,00
7302;PORTS;100,00
7302;PORTL;150,00
7302;PORTM;120,00
7304;PORTS;100,00
7304;PORTL;150,00
7304;PORTM;120,00
7305;PORTS;120,00
7305;PORTL;200,00
7305;PORTM;150,00
7306;PORTS;100,00
7306;PORTL;175,00
7306;PORTM;125,00
7307;DL;100,00
7307;RKL;15,00
7307;PORTS;250,00
7307;PORTM;300,00
7307;PORTL;350,00
7308;PORTS;100,00
7308;PORTL;150,00
7308;PORTM;120,00
7309;PORTS;100,00
7309;PORTL;150,00
7309;PORTM;120,00
7311;PORTS;100,00
7311;PORTL;150,00
7311;PORTM;120,00
7312;PORTS;125,00
7312;PORTM;150,00
7312;PORTL;200,00
7313;PORTS;150,00
7313;PORTM;200,00
7313;PORTL;250,00
7314;DL;85,00
7314;RKL;17,00
7314;PORTM;200,00
7314;PORTS;150,00
7314;PORTL;250,00
7315;PORTS;100,00
7315;PORTM;120,00
7315;PORTL;150,00
7316;PORTS;100,00
7316;PORTM;120,00
7316;PORTL;150,00
7317;DL;85,00
7317;RKL;17,00
7317;PORTS;150,00
7317;PORTL;250,00
7317;PORTM;200,00
7500;KPL_M;1000,00
7500;PORTS;120,00
7500;PORTL;200,00
7500;PORTM;160,00
7501;DL;100,00
7501;RKL;15,00
7501;PORTS;200,00
7501;PORTM;350,00
7501;PORTL;400,00
7502;DL;100,00
7502;RKL;15,00
7502;PORTS;200,00
7502;PORTM;350,00
7502;PORTL;400,00
7503;DL;100,00
7503;PORTS;200,00
7503;PORTM;300,00
7503;PORTL;400,00
7505;DL;100,00
7505;RKL;15,00
7505;PORTS;150,00
7505;PORTL;250,00
7505;PORTM;200,00
7506;PORTS;90,00
7506;PORTM;120,00
7506;PORTL;150,00
7507;KPL_M;210,00
7507;PORTS;100,00
7507;PORTM;200,00
7507;PORTL;300,00
7510;DL;60,00
7510;PORTM;160,00
7510;PORTS;120,00
7510;PORTL;200,00
7511;PORTS;100,00
7511;PORTL;300,00
7511;PORTM;150,00
7512;PORTS;100,00
7512;PORTL;150,00
7512;PORTM;120,00
7513;KPL_M;35,00
7513;PORTM;200,00
7513;PORTS;100,00
7513;PORTL;300,00
7514;DL;75,00
7514;PORTS;200,00
7514;PORTM;250,00
7514;PORTL;300,00
7515;PORTS;300,00
7515;PORTL;400,00
7515;PORTM;350,00
7516;PORTS;150,00
7516;PORTL;250,00
7516;PORTM;200,00
7517;PORTL;250,00
7517;PORTM;200,00
7517;DL;100,00
7517;RKL;15,00
7517;PORTS;150,00
7518;DL;75,00
7518;PORTS;200,00
7518;PORTM;250,00
7518;PORTL;300,00
7519;DL;100,00
7519;RKL;15,00
7519;PORTS;200,00
7519;PORTL;400,00
7519;PORTM;300,00
7520;PORTS;150,00
7520;PORTL;250,00
7520;DL;100,00
7520;RKL;15,00
7520;PORTM;200,00
7521;PORTS;90,00
7521;PORTM;120,00
7521;PORTL;150,00
7522;DL;60,00
7522;PORTS;100,00
7522;PORTL;300,00
7522;PORTM;250,00
7523;DL;60,00
7523;PORTS;120,00
7523;PORTM;160,00
7523;PORTL;200,00
7525;PORTS;100,00
7525;PORTM;200,00
7525;PORTL;350,00
7529;DL;60,00
7529;PORTM;175,00
7529;PORTS;150,00
7529;PORTL;195,00
7530;PORTS;120,00
7530;PORTM;160,00
7530;PORTL;200,00
7531;PORTS;150,00
7531;PORTL;195,00
7531;PORTM;175,00
7535;PORTS;120,00
7535;PORTM;160,00
7535;PORTL;200,00
7536;PORTS;120,00
7536;PORTM;160,00
7536;PORTL;200,00
7537;KPL_S;100,00
7537;KPL_M;125,00
7537;KPL_L;150,00
7537;PORTS;150,00
7537;PORTM;180,00
7537;PORTL;240,00
7538;DL;100,00
7538;RKL;15,00
7538;PORTS;200,00
7538;PORTM;350,00
7538;PORTL;400,00
7540;KPL_M;20,00
7540;PORTS;90,00
7540;PORTM;135,00
7540;PORTL;200,00
7545;PORTS;120,00
7545;PORTM;160,00
7545;PORTL;200,00
7549;PORTS;120,00
7549;PORTM;160,00
7549;PORTL;200,00
7600;PORTS;60,00
7600;PORTM;150,00
7600;PORTL;210,00
7601;PORTS;60,00
7601;PORTM;150,00
7601;PORTL;210,00
7602;PORTS;60,00
7602;PORTM;150,00
7602;PORTL;210,00
7603;PORTS;100,00
7603;PORTM;170,00
7603;PORTL;250,00
7604;PORTS;100,00
7604;PORTL;250,00
7604;PORTM;150,00
7605;DL;100,00
7605;RKL;15,00
7605;PORTS;200,00
7605;PORTM;350,00
7605;PORTL;400,00
7606;DL;100,00
7606;RKL;15,00
7606;PORTS;200,00
7606;PORTM;350,00
