FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
44;SUKLAAPATUKKA TÄYTESUKLAA, KESKIARVO;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
62;KSYLITOLIPASTILLI;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
63;SUKLAAPATUKKA VÄHÄRASVAINEN;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
65;KSYLITOLIPURUKUMI;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
66;PURUKUMI;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
68;OHRATÄRKKELYS;FOOD;IND;100;STARCH;CERTOT;CERBRKF;CEBAKTOT
69;HEDELMÄPASTILLI ARABIKUMIPASTILLI;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
70;MAKEUTUSAINE SAKARIINI;FOOD;IND;100;SWEAGE;INGRTOT;INGRMISC;MISCTOT
73;JOGURTTIRUSINA/JOGURTTIHEDELMÄ, KUORRUTETTU KUIVATTU HEDELMÄ;FOOD;IND;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
74;LEIVINJAUHE;FOOD;DRIE;100;INGRMIS;INGRTOT;INGRMISC;MISCTOT
75;KALALIEMI, LAIMENNETTU;FOOD;IND;100;FLAVSAUC;FLAVTOT;FISHSOUP;FISHDTOT
79;RUOKASUOLA, JODIOIMATON, VUORISUOLA;FOOD;RAW;100;SALT;INGRTOT;SPICES;MISCTOT
100;JAUHO, RUISJAUHO, KOKOJYVÄJAUHO;FOOD;RAW;100;RYE;CERTOT;CERBRKF;CEBAKTOT
103;RUISHIUTALE;FOOD;RAW;100;RYE;CERTOT;CERBRKF;CEBAKTOT
110;JAUHO, VEHNÄJAUHO, PUOLIKARKEA;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
111;JAUHO, GRAHAMJAUHO;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
112;MANNASUURIMO;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
113;MANNASUURIMO, TUMMA;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
114;VEHNÄHIUTALE;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
115;VEHNÄNALKIO;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
116;LESE, VEHNÄLESE;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
117;MAKARONI, PASTA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
119;MAKARONI, TUMMA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
120;NUUDELI, VEHNÄ-;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
121;SPAGETTI;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
123;MAKARONI, TUMMA, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
124;JAUHO, HIIVALEIPÄVEHNÄJAUHO;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
125;JAUHO, JAUHOSEOS, SÄMPYLÄJAUHO, VEHNÄJAUHO, RUISJAUHO, VEHNÄROUHE;FOOD;MIX;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
126;JAUHO, KORPPUJAUHO;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
133;VOHVELIKUORI ESIM. TUUTISSA;FOOD;IND;100;WHEAT;CERTOT;CERPR;CEBAKTOT
142;JAUHO, VEHNÄJAUHO, LEIPOMOTEOLLISUUS, VASTAJAUHETTU;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
150;JAUHO, OHRAJAUHO;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
151;OHRASUURIMO;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
152;OHRAHIUTALE;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
153;KAURAHIUTALE;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
154;JAUHO, JAUHOSEOS, TALKKUNAJAUHO, SISÄLTÄÄ OHRAA;FOOD;RAW;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
156;RIISI PUUROUTUVA;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
158;TÄYSJYVÄRIISI;FOOD;RAW;100;RICE;CERTOT;RICEADD;CEBAKTOT
160;JAUHO, HIRSSISUURIMO TAI -JAUHO;FOOD;RAW;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
161;JAUHO, TATTARISUURIMO TAI -JAUHO;FOOD;RAW;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
162;JAUHO, PERUNAJAUHO TAI -SUURIMO, PERUNATÄRKKELYS;FOOD;RAW;100;STARCH;CERTOT;CERBRKF;CEBAKTOT
163;MURO, MAISSIHIUTALE, CORN FLAKES;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
167;MAISSI, JYVÄ, KUIVATTU;FOOD;DRIE;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
168;KALJA- / MÄMMIMALLAS;FOOD;DRIE;100;OATBAR;CERTOT;INGRMISC;MISCTOT
170;LESE, KAURALESE;FOOD;RAW;100;OATBAR;CERTOT;CERBRKF;CEBAKTOT
172;PASTA, PINAATTISPAGETTI, SISÄLTÄÄ KANANMUNAA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
173;KAURAMAKARONI, SISÄLTÄÄ VEHNÄÄ JA KAURAA;FOOD;RAW;100;PASTA;CERTOT;PASTAADD;CEBAKTOT
175;ROUHE, VEHNÄROUHE KOKOJYVÄSTÄ;FOOD;RAW;100;WHEAT;CERTOT;CERBRKF;CEBAKTOT
176;ROUHE, RUISROUHE;FOOD;RAW;100;RYE;CERTOT;CERBRKF;CEBAKTOT
177;RIISI, LUONNONRIISI RIISI-VILLIRIISISEOS, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;RICEADD;CEBAKTOT
182;JAUHO, RIISIJAUHO, RIISIHIUTALE;FOOD;RAW;100;RICE;CERTOT;CERBRKF;CEBAKTOT
183;JAUHO, TÄYSJYVÄRIISIJAUHO;FOOD;RAW;100;RICE;CERTOT;CERBRKF;CEBAKTOT
184;MAISSILASTU, TACOKUORI;FOOD;IND;100;CEROTH;CERTOT;SNACK;MISCTOT
185;JAUHO, JAUHOSEOS, GLUTEENITON, VEHNÄTÄRKKELYSTÄ;FOOD;MIX;100;CEROTH;CERTOT;CERBRKF;CEBAKTOT
186;SPAGETTI, PINAATTISPAGETTI, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
187;MAKARONI, KEITETTY, ÖLJYÄ;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
188;SPAGETTI, KEITETTY, ÖLJYÄ;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
189;JAUHO, JAUHOSEOS, RUIS-VEHNÄ;FOOD;MIX;100;RYE;CERTOT;CERBRKF;CEBAKTOT
190;KAURAMAKARONI, KEITETTY, SUOLATON;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
191;KAURAMAKARONI, KEITETTY, ÖLJYÄ;DISH;BOIL;100;DISH;NONINGR;PASTAADD;CEBAKTOT
202;PERUNA, KUIVATTU;FOOD;DRIE;100;POTAPROD;POTATOT;POTACOOK;POTATOT
203;PERUNALASTU;FOOD;IND;100;POTAPROD;POTATOT;SNACK;MISCTOT
204;PERUNA, UUSI;FOOD;RAW;100;POTATO;POTATOT;POTACOOK;POTATOT
205;PERUNA, VANHA, KUORITTU;FOOD;RAW;100;POTATO;POTATOT;POTACOOK;POTATOT
206;PERUNASOSEJAUHE, VALMISTAMATON;FOOD;DRIE;100;POTAPROD;POTATOT;POTACOOK;POTATOT
207;RANSKANPERUNAVALMISTE;FOOD;FROZ;100;POTAPROD;POTATOT;POTAFAT;POTATOT
209;PERUNAHIUTALE;FOOD;DRIE;100;POTATO;POTATOT;POTACOOK;POTATOT
300;PORKKANA;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
302;PORKKANA, KUIVATTU;FOOD;DRIE;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
303;LANTTU;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
304;NAURIS;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
305;PUNAJUURI;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
307;ETIKKAPUNAJUURI;FOOD;CANN;100;ROOT;VEGTOT;VEGCANN;VEGDITOT
308;RETIISI;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
309;PALSTERNAKKA;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
310;MAA-ARTISOKKA;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
311;JUURISELLERI;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
312;MUSTAJUURI;FOOD;RAW;100;ROOT;VEGTOT;VEGFRESH;VEGDITOT
313;PAKASTEKASVISSEKOITUS, KEITTOJUURES, PORKKANA, LANTTU, JUURISELLERI, PURJO;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
320;VALKOKAALI, KERÄKAALI;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
321;PUNAKAALI;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
322;KUKKAKAALI;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
324;PARSAKAALI, BROKKOLI;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
326;LEHTIKAALI;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
327;RUUSUKAALI;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
329;KYSSÄKAALI, KAALIRAPI;FOOD;RAW;100;CABBAGE;VEGTOT;VEGFRESH;VEGDITOT
330;LEHTISALAATTI, RUUKKUSALAATTI, LOLLO ROSSO;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
331;JÄÄVUORISALAATTI, RAPEA, AMERIKANSALAATTI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
333;PERSILJA;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
334;NOKKONEN;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
335;SIPULI;FOOD;RAW;100;VEGONI;VEGTOT;VEGFRESH;VEGDITOT
336;SIPULI, KUIVATTU;FOOD;DRIE;100;VEGONI;VEGTOT;VEGFRESH;VEGDITOT
337;PURJOSIPULI;FOOD;RAW;100;VEGONI;VEGTOT;VEGFRESH;VEGDITOT
338;RAPARPERI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
339;LEHTISELLERI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
340;PARSA;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
342;SIENI TATTI, HAPERO;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
343;SIENI ROUSKUT, SUOLATTU;FOOD;SALT;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
344;ETIKKASIENISÄILYKE;FOOD;CANN;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
345;HERKKUSIENI;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
346;KURKKU;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
347;ETIKKAKURKKU;FOOD;CANN;100;VEGFRU;VEGTOT;VEGCANN;VEGDITOT
348;MAUSTEKURKKU, SOKERISUOLATTU;FOOD;CANN;100;VEGFRU;VEGTOT;VEGCANN;VEGDITOT
350;KURPITSA;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
351;SALAATTI, KURPITSASALAATTI, PIKKELSSI;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
352;TOMAATTI;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
353;KETSUPPI;FOOD;IND;100;FLAVSAUC;FLAVTOT;SPISAUCE;MISCTOT
354;TOMAATTISOSE, TOMAATTIPYREE;FOOD;CANN;100;VEGCANN;VEGTOT;SPISAUCE;MISCTOT
355;PAPRIKA, KESKIARVO;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
356;SEKAVIHANNES, PORKKANA, KUKKAKAALI, HERNE, PAPU;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
358;TÄYSMEHU, KASVISTUOREMEHU;FOOD;MASH;100;VEGCANN;VEGTOT;VEGJUICE;VEGDITOT
359;KIINANKAALI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
360;MANGOLDI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
362;MUNAKOISO;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
363;MAISSI, JYVÄT;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
364;VIHANNESKRASSI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
367;KANTARELLI;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
368;KORVASIENI;FOOD;RAW;100;MUSHRO;VEGTOT;MUSHRDI;VEGDITOT
369;TILLI, TUORE;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
370;HERNE;FOOD;RAW;100;PEABEAN;LEGUTOT;VEGFRESH;VEGDITOT
371;HERNE, KUIVATTU;FOOD;DRIE;100;PEABEAN;LEGUTOT;VEGFRESH;VEGDITOT
372;PAPU, VIHREÄ;FOOD;RAW;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
373;PAPU, RUSKEA TAI VALKOINEN, KESKIARVO;FOOD;DRIE;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
375;PÄHKINÄ, HASSELPÄHKINÄ;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
376;PÄHKINÄ, SAKSANPÄHKINÄ;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
377;KASTANJA;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
378;PÄHKINÄ, MAAPÄHKINÄ;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
379;MANTELI;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
380;JAUHO, SOIJAJAUHO, RASVAINEN;FOOD;RAW;100;SOYAPROD;LEGUTOT;INGRMISC;MISCTOT
381;JAUHO, SOIJAJAUHO, VÄHÄRASVAINEN;FOOD;RAW;100;SOYAPROD;LEGUTOT;INGRMISC;MISCTOT
382;KOOKOSHIUTALE;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
383;PÄHKINÄ, SUOLAPÄHKINÄ;FOOD;BAK;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
384;ITU, KESKIARVO, SINIMAILANEN, MUNGOPAPU;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
385;SEESAMINSIEMEN, KUORINEEN;FOOD;DRIE;100;NUTSEED;LEGUTOT;SNACK;MISCTOT
386;PAPRIKA, PUNAINEN;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
387;PAPRIKA, VIHREÄ;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
388;PAPRIKA, KELTAINEN;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
389;KESÄKURPITSA, ZUCCHINI;FOOD;RAW;100;VEGFRU;VEGTOT;VEGFRESH;VEGDITOT
390;TÄYSMEHU, TOMAATTIMEHU;FOOD;MASH;100;VEGCANN;VEGTOT;VEGJUICE;VEGDITOT
391;SOIJAPAPU, KUIVATTU;FOOD;DRIE;100;SOYAPROD;LEGUTOT;VEGCANN;VEGDITOT
392;RUOHOSIPULI;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
393;VALKOSIPULI;FOOD;RAW;100;VEGONI;VEGTOT;VEGFRESH;VEGDITOT
394;SALAATTI, KURKKUSALAATTI, KURKKUPIKKELSSI, KURKKURELISSI;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
395;PAPU, VALKOINEN, KEITETTY;FOOD;BOIL;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
396;PAKASTEKASVISSEKOITUS, HERNE-MAISSI-PAPRIKA;DISH;FROZ;100;DISH;NONINGR;VEGFRESH;VEGDITOT
398;TOMAATTIMURSKA;FOOD;CANN;100;VEGCANN;VEGTOT;VEGCANN;VEGDITOT
399;LINSSI, VIHREÄ/RUSKEA, KUIVATTU;FOOD;DRIE;100;PEABEAN;LEGUTOT;VEGCANN;VEGDITOT
401;OMENA, KUIVATTU;FOOD;DRIE;100;APPLE;FRUITTOT;SNACK;MISCTOT
408;APRIKOOSI, SOKERILIEMESSÄ;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
409;APRIKOOSI, KUIVATTU;FOOD;DRIE;100;APPLE;FRUITTOT;SNACK;MISCTOT
411;PERSIKKASÄILYKE, SOKERILIEMESSÄ;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
412;PERSIKKA, KUIVATTU;FOOD;DRIE;100;APPLE;FRUITTOT;SNACK;MISCTOT
417;ANANAS, SOKERILIEMESSÄ;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
423;VIINIRYPÄLE, KESKIARVO, KIVETÖN, VIHREÄ/TUMMA;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
427;SEKAHEDELMÄ, KUIVATTU;FOOD;DRIE;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
428;RUSINA;FOOD;DRIE;100;FRUITOTH;FRUITTOT;SNACK;MISCTOT
431;OLIIVI, KESKIARVO, PUNNITTU KIVINEEN, ÖLJYSSÄ, VIHREÄ/MUSTA;FOOD;CANN;80;FRUITOTH;FRUITTOT;VEGCANN;VEGDITOT
432;HEDELMÄSALAATTISÄILYKE, SOKERILIEMESSÄ;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
433;TÄYSMEHU, OMENATÄYSMEHU;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
434;TÄYSMEHU, APPELSIINITÄYSMEHU;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
435;TÄYSMEHU, GREIPPITÄYSMEHU;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
436;TÄYSMEHU, KESKIARVO;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
437;TÄYSMEHU, SITRUUNATÄYSMEHU, LAIMENNETTU;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
438;TÄYSMEHU, ANANASTÄYSMEHU;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
440;PUOLUKKA;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
441;KARPALO;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
442;MUSTIKKA, METSÄMUSTIKKA;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
444;MUSTAHERUKKA;FOOD;RAW;95;BERRY;FRUITTOT;BERFRESH;FRUDITOT
445;PUNAHERUKKA;FOOD;RAW;95;BERRY;FRUITTOT;BERFRESH;FRUDITOT
446;KARVIAINEN;FOOD;RAW;98;BERRY;FRUITTOT;BERFRESH;FRUDITOT
447;MANSIKKA;FOOD;RAW;95;BERRY;FRUITTOT;BERFRESH;FRUDITOT
448;VADELMA;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
449;SUOMUURAIN, LAKKA, HILLA;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
450;MARJAHILLO, KESKIARVO;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
451;MEHU, HÖYRYMEHU, LAIMENTAMATON, SOKEROITU;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
452;MEHU, HÖYRYMEHU, MUSTAHERUKKA, LAIMENTAMATON, SOKEROITU;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
453;MEHU, HÖYRYMEHU LAIMENTAMATON, SOKERITON;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
454;MARJA, KESKIARVO;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
455;TYRNIMARJA;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
456;MARMELADI, MARJOISTA;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
457;PIHLAJANMARJA;FOOD;RAW;100;BERRY;FRUITTOT;BERFRESH;FRUDITOT
458;MEHU, MUSTAHERUKKA-PUOLUKKAMEHUJUOMA;FOOD;MASH;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
459;MEHU, MEHUJUOMA, PUOLUKKA, LAIMENTAMATON;FOOD;MASH;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
461;MEHU, HÖYRYMEHU LAIMENNETTU, SOKEROITU;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
462;MEHU, HÖYRYMEHU, MUSTAHERUKKA, LAIMENNETTU, SOKEROITU;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
463;MEHU, HÖYRYMEHU LAIMENNETTU, SOKERITON;FOOD;BOIL;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
469;TÄYSMEHU, VIIDEN HEDELMÄN MEHU;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
471;ANANAS, OMASSA LIEMESSÄÄN;FOOD;CANN;100;FRUITCAN;FRUITTOT;FRUBSAL;FRUDITOT
472;OMENASOSE, MAKEUTTAMATON;FOOD;MASH;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
473;MEHU, NEKTARI, HEDELMÄJUOMA, HEDELMÄPITOISUUS 50 %;FOOD;MASH;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
474;TÄYSMEHU, MARJATÄYSMEHU, MAKEUTTAMATON;FOOD;MASH;100;JUICE;FRUITTOT;FRUBJUIC;FRUDITOT
476;HILLO, FRUKTOOSILLA MAKEUTETTU;FOOD;CANN;100;FRUITCAN;FRUITTOT;JAM;FRUDITOT
477;MELONI, VERKKOMELONI/CANTALOUPEMELONI, KUORITTU;FOOD;RAW;100;FRUITOTH;FRUITTOT;FRUFRESH;FRUDITOT
